Lien,Numéro Brevet,Titre,Date de publication,Mots-clés,Description,Domaine Technologique,Inventeurs,Titulaire du brevet,Statut du brevet,Résumé,Problème,Solution
https://patents.google.com/patent/US10318865B2,US10318865B2,Anti-fingerprinting systems and methods for automated task performance,2017-08-04,"Computer-implemented, methods, systems, automatically, performing","
     Computer-implemented methods and systems are provided for automatically performing a task on a remote computer. During a registration stage, the system receives personal information of a human user, obtains an IP address and a device configuration for a computing device, and stores the personal information, IP address, and the device configuration in record in a database. The system receives a request to interact with a remote website to perform a task, the request including the personal information of the human user. The system then retrieves the record from the database using the personal information. The system creates a virtual machine based on the device configuration for the computing device, selects one of a geographically distributed set of proxy servers having an IP geographically address resembling the IP address for the computing device, and executes instructions causing the virtual machine to interact with the remote website using the proxy server to perform the task. 
   
   ",Intelligence Artificielle,"Eric GLYMAN, William James Russell LOCKE, Kathleen ZASADA, Philippe TYAN, Jae In LEE, Karim Atiyeh",Capital One Services LLC,Active,,,
https://patents.google.com/patent/US10318866B2,US10318866B2,Selectivity estimation using artificial neural networks,2015-03-05,"approach, generating, selectivity, estimation,","
     In an approach for generating a selectivity estimation, one or more processors generate an artificial neural network and receive a DBMS query comprising one or more predicates. One or more processors replace one or more predicates in the one or more predicates that have strict operators with one or more predicates that have non-strict operators. One or more processors generate a selectivity function from the one or more predicates that has one or more arguments that are each comprised of an upper bound and a lower bound for a value in a predicate. One or more processors generate a training data set from a data distribution in the database and train the artificial neural network on the training data set to compute the selectivity function. One or more processors generate a selectivity estimation with the artificial neural network for one or more predicates in the DBMS query. 
   
   ",Télécommunications,"Vincent Corvinelli, Huaxin Liu, Mingbin Xu, Ziting Yu, Calisto P. Zuzarte",International Business Machines Corp,"Expired - Fee Related, expires 2036-11-06",,,
https://patents.google.com/patent/US10318867B2,US10318867B2,High-level optimization of mathematical programs based on inductive inference from execution traces,2015-08-28,"method, optimization, program, stored, non-transitory","
     A method for optimization of a program stored in non-transitory storage media includes generating traces for a programmed formula using a hardware processing system and selecting a subset of the traces. One or more substitute formulae are inferred from a plurality of formulae that yield a similar set of traces to the subset of traces. The programmed formula is transformed with a best matched substitute formula to reduce computational complexity. 
   
   ",Autre,Rei Odaira,International Business Machines Corp,"Active, expires 2038-03-20",,,
https://patents.google.com/patent/US10318868B2,US10318868B2,Method for enhancing a mind map with different streams of information,2014-11-11,"Enhancement, first, mind, map, become, second","
     Enhancement of a first mind map to become a second enhanced mind includes: providing a content pool with information items; performing a first semantic scan based on a selected object; and generating a new object and a related connection to the selected object based on the semantic scan. Furthermore, the enhancement includes determining a strength value for each of the connections of the first mind map and determining the connection with the lowest strength value and recalculating the strength value using an external knowledge base to define the connection as obsolete if the strength value decreases. 
   
   ",Autre,"Alessandro Donatelli, Rosario Gangemi, Leonida Gianfagna, Antonio Perrone",International Business Machines Corp,"Expired - Fee Related, expires 2036-12-15",,,
https://patents.google.com/patent/US10318869B2,US10318869B2,Decision-making process for elements in a distributed network,2014-01-07,"decision-making, process, implemented, by, decider, processing, unit.","
     A decision-making process is implemented by a decider processing unit. The decision-making process includes the propagation of a proposition in a distributed network of processing units, with each processing unit being provided with decision intelligence. 
   
   ",Télécommunications,"Christopher RABOTIN, Fabien VALVERDE",Airbus DS SAS,"Active, expires 2036-09-18",,,
https://patents.google.com/patent/US10318873B2,US10318873B2,System and method for determining an expert of a subject on a web-based platform,2014-03-20,"Disclosed, system, determining, expert","
     Disclosed is a system for determining an expert of one or more subjects on a web-based platform. The system comprises a mining module for mining activity data of at least one user of a plurality of users from the web-based platform. The mining module may further compare the activity data with one or more subjects. The mining module may further label the activity data to a subject of the one or more subjects. A scoring module may assign performance points to the at least one user associated to the activity data. The scoring module may further assign subject points to the subject. The scoring module may further generate an activity gauge for the at least one user based on the performance points assigned and the subject points. The scoring module may further classify the at least one user as the expert of the subject. 
   
   ",Télécommunications,"Pratik Kumar Mishra, Dinesh Pothineni, Aadil Rasheed, Deepak Sundararajan, Ashok Krish, Hasit Kaji",Tata Consultancy Services Ltd,"Active, expires 2035-11-21",,,
https://patents.google.com/patent/US10318875B2,US10318875B2,Disease prediction and prevention using crowdsourced reports of environmental conditions,2015-12-07,"Embodiments, invention, provide, techniques, which, utilize, crowdsourced, reports","
     Embodiments of the invention provide techniques which utilize crowdsourced reports of environmental conditions to predict and/or prevent disease outbreaks. In one aspect, a method comprises receiving one or more crowdsourced reports about one or more environmental conditions; inferring one or more input parameters for at least one disease outbreak model based at least in part on the one or more crowdsourced reports; applying the at least one disease outbreak model to at least the one or more inferred parameters to predict one or more characteristics of at least one potential disease outbreak associated with the reported one or more environmental conditions; and, based at least in part on the predicted one or more characteristics, implementing one or more corrective actions to mitigate the at least one potential disease outbreak. 
   
   ",Télécommunications,"Priscilla Barreira Avegliano, Carlos Henrique Cardonha, Julio Nogima",International Business Machines Corp,"Active, expires 2037-11-18",,,
https://patents.google.com/patent/US10318876B2,US10318876B2,Mood detection with intelligence agents,2017-05-25,"Embodiments, invention, provide, systems, methods","
     Embodiments of the present invention provide systems and methods for increasing the quality of interactions between two or more entities. These entities are either individuals (e.g., human beings using a computer device) or artificial intelligence (AI) agents. The interactions between all of the entities within a computing environment are mapped and analyzed. Based on the mapped interactions, a relationship model is generated in order to run multiple applications within a computing environment. 
   
   ",Intelligence Artificielle,"Aaron K. Baughman, Diwesh Pandey, John P. Perrino, Todd R. Whitman",Kyndryl Inc,"Active, expires 2037-06-08",,,
https://patents.google.com/patent/US10318879B2,US10318879B2,Interactive live event outcome selection and prediction,2015-10-30,"method, providing, interactive, interface, live, event","
     A method for providing an interactive interface for live event outcome selection and prediction may include generating a set of cells for an event. The set of cells may be provided to a client device to present in a user interface. A selection of a cell may be received from the client device. The selected cell may be assigned to a user account. The method may generate a coordinate for each cell in the set, wherein each cell coordinate includes a plurality of dimensions, each dimension corresponding to a different entity of the event, and wherein each cell coordinate is unique for the set of cells. The method may comprise calculating, prior to the start of the event, a probability that an event result represented by a cell coordinate will occur; and presenting the probability in association with the cell on the user interface. Other embodiments are described and claimed. 
   
   ",Télécommunications,"Leonard Michael Lopez, Carlos Javier Carbonell Di Mola, Raymond Solebello, Christian J Soblotne, Patrick Mark Quinlivan",CBS Interactive Inc,"Active, expires 2038-03-26",,,
https://patents.google.com/patent/US10318880B2,US10318880B2,Ultra low noise materials and devices for cryogenic superconductors and quantum bits,2015-05-13,"Materials,, devices,, methods, use, fabrication, thereof, disclosed.","
     Materials, devices, methods of use and fabrication thereof are disclosed. The materials are particularly well suited for application in superconducting devices and quantum computing, due to ability to avoid undesirable effects from inherent noise and decoherence. The materials are formed from select isotopes having zero nuclear spin into a single crystal-phase film or layer of thickness depending on the desired application of the resulting device. The film/layer may be suspended or disposed on a substrate. The isotopes may be enriched from naturally-occurring sources of isotopically mixed elemental material(s). The single crystal is preferably devoid of structural defects such as grain boundaries, inclusions, impurities and lattice vacancies. Device configurations may be formed from the layer according to a predetermined pattern using lithographic and/or milling techniques. An optional protective layer may be deposited on some or all of the device to avoid formation of oxides and/or patinas on surfaces of the device. 
   
   ",Intelligence Artificielle,Sergey Pereverzev,Lawrence Livermore National Security LLC,"Active, expires 2037-07-31",,,
https://patents.google.com/patent/US10318883B2,US10318883B2,Identifying optimum times at which to retrain a logistic regression model,2015-03-26,"approach, which, knowledge, manager, trains","
     An approach is provided in which a knowledge manager trains a machine-learning model and generates a hyperplane based upon a first set of labeled feature vectors. The knowledge manager computes, relative to the hyperplane, a first distribution of a first set of feature vectors corresponding to a first set of source documents. Subsequently, the knowledge manager computes, relative to the hyperplane, a second distribution of a second set of feature vectors corresponding to a second group of source documents. The knowledge manager, in turn, generates an indicator to retrain the machine-learning model in response to determining that a distribution difference between the second distribution and the first distribution reaches a distribution difference threshold. 
   
   ",Intelligence Artificielle,Scott N. Gerard,Kyndryl Inc,"Active, expires 2037-09-20",,,
https://patents.google.com/patent/US10318885B2,US10318885B2,Cognitive system virtual corpus training and utilization,2015-09-15,"Mechanisms, implementing, virtual, corpus, engine","
     Mechanisms are provided for implementing a virtual corpus engine that receives an inquiry to be processed and analyzes the inquiry to extract one or more features of the inquiry. The virtual corpus engine selects a weight matrix associated with a virtual corpus based on the extracted one or more features of the inquiry. The virtual corpus comprises a plurality of actual corpora of information. The weight matrix comprises a separate weight value for each actual corpus in the plurality of actual corpora. The virtual corpus engine processes the inquiry using a set of selected actual corpora selected from the plurality of actual corpora based on the weight values in the weight matrix and receives results of the processing of the inquiry using the set of selected actual corpora. The virtual corpus engine outputs the results of the processing of the inquiry. 
   
   ",Télécommunications,"Joseph N. Kozhaya, Christopher M. Madison, Sridhar Sudarsan",International Business Machines Corp,"Expired - Fee Related, expires 2037-09-21",,,
https://patents.google.com/patent/US10318887B2,US10318887B2,Dynamic application degrouping to optimize machine learning model accuracy,2016-06-21,"embodiment,, device, network, identifies","
     In one embodiment, a device in a network identifies a plurality of applications from observed traffic in the network. The device forms two or more application clusters from the plurality of applications. Each of the application clusters includes one or more of the applications, and wherein a particular application in the plurality of applications is included in each of the application clusters. The device generates anomaly detection models for each of the application clusters. The device tests the anomaly detection models, to determine a measure of efficacy for each of the models with respect to traffic associated with the particular application. The device selects a particular anomaly detection model to analyze the traffic associated with the particular application based on the measures of efficacy for each of the models. 
   
   ",Télécommunications,"Jean-Philippe Vasseur, Pierre-André Savalle, Alexandre Honoré",Cisco Technology Inc,"Active, expires 2037-06-10",,,
https://patents.google.com/patent/US10318888B2,US10318888B2,Pre-backing virtual storage using historical learned data,2017-03-06,"computer, system, memory, processor, configured","
     A computer system includes memory and a processor configured to manage memory allocation. Aspects include receiving a request to execute a computer program and obtaining a learned data file for the computer program, the learned data file including a history of memory allocation requests and memory access requests by the computer program. Aspects also include receiving a memory allocation request from the computer program and allocating one or more pages of a virtual memory to the computer program, wherein a size of the one or more pages is based on the learned data file. Aspects further include backing at least one of the one or more pages of the virtual memory in the real memory prior to receiving an access request for the at least one of the one or more pages based on the learned data file. 
   
   ",Intelligence Artificielle,"Joseph W. Gentile, Nicholas C. Matsakis, Elpida Tzortzatos",International Business Machines Corp,Active,,,
https://patents.google.com/patent/US10318892B2,US10318892B2,Feature selection algorithm under conditions of noisy data and limited recording,2016-12-14,"Application, inter-class, intra-class, filtering,, based, on, aggregate, point-to-point","
     Application of inter-class and intra-class filtering, based on aggregate point-to-point distances, to vector data for purposes of filtering the vector data for purposes of pattern recognition. In some embodiments: (i) the inter-class filtering is based on Euclidean distance, in all dimensions, between vector data points in vector space; and/or (ii) the intra-class filtering is based on a distance, in all dimensions, between vector data points in vector space. 
   
   ",Sécurité,"Saritha Arunkumar, Su Yang",Kyndryl Inc,"Active, expires 2035-08-18",,,
https://patents.google.com/patent/US10318900B2,US10318900B2,Job profile generation based on intranet usage,2016-08-10,"method,, computer, program, product,, system, job, profile","
     A method, computer program product, and system for job profile generation, the method, computer program product, and system include receiving employee intranet usage data, storing the received employee intranet usage data in a database, identifying a portion of the stored employee intranet usage data associated with the former employee, transmitting the portion to a recommender system, where the recommender system identifies one or more required job skills of the former employee, based on the transmitted portion, and generating a job profile based on the one or more identified required job skills. 
   
   ",Sécurité,"Brian T. Carter, Patrick J. Cronin, Paul C. J. Dunning, Shane Quigley",Workday Inc,"Active, expires 2037-07-27",,,
https://patents.google.com/patent/US10318905B2,US10318905B2,System and method for accessing business process instances through mobile devices,2017-03-31,"BPM, system, described, modeling,, management, execution","
     A BPM system is described for modeling, management and execution of business processes. A process designer component is used to graphically design a business process, which includes a set of activities linked by transitions. The business process is stored and executed using one or more engines. A mobile device can be used to access the business process instance executing on the engine. The mobile work portal can be generated to render information for the process instance onto the mobile device. A process application programming interface can be used to access and manipulate the process instance from the mobile device. 
   
   ",Autre,"Eduardo Carlos Rubio, Paulo Gustavo Veiga",Oracle International Corp,"Active, expires 2029-05-22",,,
https://patents.google.com/patent/US10318909B2,US10318909B2,Spatio-temporal key performance indicators,2014-04-29,"approach, providing, spatio-temporal, key, performance, indicators","
     An approach is provided for providing spatio-temporal key performance indicators (ST-KPIs). The approach tracks metrics, such as crowd density, pertaining to a number of locations. The tracking is performed over time to develop a history of past values that correspond to the metrics. The history is used to predict a trend of future metrics at the locations with the trend resulting in predicted future values that correspond to the metrics at the locations. In this manner, the ST-KPIs reflect the predicted future values at the various locations that are being monitored. A city view is displayed to a user showing the current and predicted values at defined ST-KPI locations throughout the city. 
   
   ",Intelligence Artificielle,"Brian P. Byrne, Adam R. Holley, Brian T. Lillie",International Business Machines Corp,"Expired - Fee Related, expires 2036-03-03",,,
https://patents.google.com/patent/US10318910B2,US10318910B2,Spatio-temporal key performance indicators,2015-09-02,"approach, providing, spatio-temporal, key, performance, indicators","
     An approach is provided for providing spatio-temporal key performance indicators (ST-KPIs). The approach tracks metrics, such as crowd density, pertaining to a number of locations. The tracking is performed over time to develop a history of past values that correspond to the metrics. The history is used to predict a trend of future metrics at the locations with the trend resulting in predicted future values that correspond to the metrics at the locations. In this manner, the ST-KPIs reflect the predicted future values at the various locations that are being monitored. A city view is displayed to a user showing the current and predicted values at defined ST-KPI locations throughout the city. 
   
   ",Intelligence Artificielle,"Brian P. Byrne, Adam R. Holley, Brian T. Lillie",International Business Machines Corp,"Expired - Fee Related, expires 2034-05-01",,,
https://patents.google.com/patent/US10318919B2,US10318919B2,Smart shelves for retail industry,2016-02-10,"system, method, provided., system","
     A system and method are provided. The system includes a set of smart shelves. Each of the smart shelves has a mesh arrangement of sensors that include strain sensors, photodetectors, microphones, and spillage sensors placed on a bottom thereof to form a sensor mesh layer for generating a signal representative of a product count for a given product to be sold from a corresponding one of the smart shelves. The system further includes a data processing system for transforming the signal from each of the smart shelves into a product count value therefor. The system also includes a set of video displays for displaying characteristics of the given product to be sold from each of the smart shelves. The system additionally includes a set of wireless radios for transmitting the characteristics of the given product to be sold from each of the smart shelves to the set of video displays. 
   
   ",Télécommunications,"Sergio A. Bermudez Rodriguez, Hendrik F. Hamann, Levente Klein, Theodore G. Van Kessel",International Business Machines Corp,"Active, expires 2037-09-09",,,
https://patents.google.com/patent/US10318926B2,US10318926B2,"Method and system for managing, matching, and sourcing employment candidates in a recruitment campaign",2017-07-17,"method, system, automating, aspects","
     A method and system for automating some aspects of a recruiting process, which may implement rules permitting the processes of sourcing candidates, setting up job interviews, and responding to candidate questions to all be automated with a computer. Such a system may match résumés and job descriptions with a scoring system, and may initiate communications between one or more candidates and a recruiter once an appropriate number of matches have been found. The system may then be configured to field responses to commonly asked questions from a question database, and notify the recruiter if a question is asked that it cannot answer, and may further be configured to proactively ask questions to the candidate if desired. This may allow recruiters to focus on the highest level of vetting, and on aspects of the recruitment process such as promoting the hiring company and salary negotiations. 
   
   ",Intelligence Artificielle,Paul CHAMPANERIA,Experthiring LLC,Active,,,
https://patents.google.com/patent/US10318931B2,US10318931B2,Method and system for determining maintenance policy of complex forming device,2018-09-21,"invention, discloses, method, system, determining","
     The present invention discloses a method and system for determining a maintenance policy of a complex forming device. The method and system include: establishing a performance judgement standard; obtaining actual operation data; and determining a performance stage of the complex forming device, and determining the maintenance policy of the complex forming device. The establishing a performance judgement standard includes allocating data located at different performance stages to corresponding working condition units; setting data located at a normal performance stage to normal reference data, and calculating, by using a shortest path algorithm, distances between operation data of different working condition units in different functional modules and the normal reference data, to obtain performance statuses of the different functional modules. In view of this, by using the method and system provided in the present invention, a suitable maintenance policy can be selected for the complex forming device, thereby reducing maintenance costs. 
   
   ",Intelligence Artificielle,"Qiang Zhang, Wanying WANG, Zhanglin PENG, Xiaonong LU, Jun Pei, Yu Fan, Jianwen YAN","Hefei Metalforming Intelligent Manufacturing Co Ltd, Hefei University of Technology",Active,,,
https://patents.google.com/patent/US10318935B2,US10318935B2,Hosted disbursement system,2013-10-14,"Systems, methods, disclosed, making, disbursements","
     Systems and methods are disclosed for making disbursements to one or more consumers via a hosted disbursement system. In accordance with an embodiment, a method can comprise receiving, at a merchant service provider, a request to make a disbursement to a consumer from a merchant. The request can be received from a merchant server and include disbursement information corresponding to the disbursement. The method can further comprise receiving, at the merchant service provider, a selection of a distribution option from the user, which corresponds to a type of account to receive the disbursement. The method can further comprise receiving, at the merchant service provider, account information from the consumer. The account information is sent to the merchant service provider from a user device, bypassing the merchant server. The method can further comprise processing the disbursement using the account information to transfer funds corresponding to the disbursement to the consumer. 
   
   ",Télécommunications,Thomas Purves,Visa International Service Association,"Active, expires 2033-10-26",,,
https://patents.google.com/patent/US10318937B2,US10318937B2,Generating a product model,2015-11-19,"aspect, generating, product, model, extracting, from","
     An aspect of generating a product model includes extracting from source code of an application system at least one transaction definition associated with the source code. Each transaction definition describes a transaction in a product implemented by the source code. An aspect also includes dividing the transaction definition into one or more product categories, and obtaining a product component associated with one of the product categories from the source code so as to generate the product model. The product component includes at least one product parameter associated with the product category, and the product model includes an association relationship between the product category and the at least one product parameter. 
   
   ",Intelligence Artificielle,"Lin Bai, Na Dong, Ling Gong, Ying Liu, Xi Ning Wang, Ming M. Zhang",International Business Machines Corp,Active,,,
https://patents.google.com/patent/US10318939B2,US10318939B2,Transactional cards,2017-04-17,"Methods,, systems,, products, create, credit, cards,, debit, cards,","
     Methods, systems, and products create credit cards, debit cards, and other transactional cards. An image is received and provided on a transactional card. Account information is retrieved and associated with the transactional card. A machine-readable element is also provided on the transactional card and includes the account information. 
   
   ",Autre,"Samuel N. Zellner, Carol Elizabeth Wagner, Steven N. Tischer",Etsy Inc,Active,,,
https://patents.google.com/patent/US10318945B2,US10318945B2,POS-terminal device,2015-03-25,"POS-terminal, device, includes:, housing","
     A POS-terminal device includes: a housing that is provided with a product-reading device including an imaging unit configured to capture a product to generate an image; a product-input unit configured to input the product, the product-input unit including a product-reading frame configured to define an outer edge of an imaging area of the imaging unit; and a reflector configured to reflect a subject image of the product passed over the imaging area, outside the housing. 
   
   ",Autre,"Kazuki TSUCHIMOCHI, Kota Iwamoto, Tetsuo Inoshita, Soma Shiraishi, Hiroshi Yamada, Jun Kobayashi, Eiji Muramatsu, Michio Nagai, Hideo Yokoi",NEC Corp,"Active, expires 2036-05-21",,,
https://patents.google.com/patent/US10318953B2,US10318953B2,Near field communication flex circuit,2016-06-29,"payment, terminal, can, have, near, field, communication, (NFC)","
     A payment terminal can have a near field communication (NFC) circuit to permit the payment terminal to accept an NFC payment transaction from a payment device of a customer. The NFC circuit can have a first set of components that are located on a printed circuit board in the base of the payment terminal and a second set of components that are mounted on a flex circuit in another region of the payment terminal. The flex circuit can be coupled to the printed circuit board and have an extended portion with a plurality of traces to communicate transmit and receive data between the first set of components and the second set of components. The plurality of traces on the extended portion can have a predetermined length that is greater than or equal to 2.5% of the propagation-medium-specific wavelength of the carrier signal communicated over the traces. 
   
   ",Télécommunications,"Jason Binder, Jeremy Wade",Block Inc,"Active, expires 2037-09-28",,,
https://patents.google.com/patent/US10318955B2,US10318955B2,Attribute based card combinations for digital wallets,2014-12-23,"Methods,, systems,, computer, program, products, providing, attribute-based, card","
     Methods, systems, and computer program products for providing attribute-based card combinations for digital wallets are disclosed. A computer-implemented method may include associating a first asset with a digital wallet, associating a second asset with the digital wallet, receiving a request to determine a relationship between the first asset and the second asset in the digital wallet, determining the relationship between the first asset and the second asset in the digital wallet, creating the relationship between the first asset and the second asset in the digital wallet, notifying a user of the digital wallet about how a change to the first asset in the digital wallet is to affect the second asset in the digital wallet based on the relationship between the assets, and performing a transaction involving the digital wallet based on the relationship between the first asset and the second asset in the digital wallet. 
   
   ",Autre,Matthew Alexander Wilczynski,PayPal Inc,"Active, expires 2036-06-16",,,
https://patents.google.com/patent/US10318957B2,US10318957B2,Customer identification verification process,2017-10-23,"example, device, may, processors","
     An example device may include one or more processors to receive a request for a service from a requestor user device; provide transaction information associated with the service to a provider user device, where the transaction information may include location information corresponding to a location at which the service may be provided; obtain verification information from the requestor user device based on an interaction associated with the requestor user device or the provider user device at the location, where the verification information may include one or more characteristics of the requestor user device; generate a verification token based on the one or more characteristics of the requestor user device; provide the verification token to the requestor user device; and provide the verification information to the provider user device to permit the provider user device to verify the requestor user device, in connection with performance of the service, based on receiving the verification information and obtaining the verification token from the requestor user device. 
   
   ",Télécommunications,"Jeremy Phillips, Zhe Liu, Catherine BOUSQUET",Capital One Services LLC,"Active, expires 2038-01-11",,,
https://patents.google.com/patent/US10318769B2,US10318769B2,Wireless tag apparatus and related methods,2018-11-02,"asset, tag, apparatus, methods, monitoring, assets","
     An asset tag apparatus and methods of monitoring assets with an asset tag are provided. The asset tag apparatus includes a housing and a wireless transmitter located within the housing. A processor is located within the housing, wherein the processor is in communication with the wireless transmitter. An accelerometer is positioned within the housing, wherein the accelerometer is in communication with the processor, wherein a wake-up signal is transmitted from the accelerometer to the processor in response to an activation of the accelerometer, and wherein the wireless transmitter transmits a signal externally from the housing in response to the wake-up signal received by the processor. 
   
   ",Télécommunications,"Robert W. Sengstaken, Jr.",Vypin LLC,Active,,,
https://patents.google.com/patent/US10318771B2,US10318771B2,Inventory assistance device and method,2016-05-03,"system, comprises, two, item, storage, bins,","
     A system comprises two or more item storage bins, each item storage bin comprising: a wireless communication tag emitting a wireless signal having data identifying the item storage bin on which the wireless communication tag is positioned, and an indicator activated by receiving a feedback signal identifying the item storage bin on which the indicator is positioned; and a personal device comprising: a wireless communicator configured to communicate with the wireless communication tags, and a controller coupled to the wireless communicator and configured to identify one of the item storage bins from the wireless signal, and in response to identifying the one item storage bin, sending the feedback signal through the wireless communicator to the indicator. 
   
   ",Télécommunications,Michael Hansen,Intermec IP Corp,"Active, expires 2034-05-15",,,
https://patents.google.com/patent/US10318776B2,US10318776B2,Barcode-reading system that uses characteristics of a captured image to verify license entitlement,2017-02-15,"barcode-reading, system, mobile, device, may","
     A barcode-reading system for a mobile device may include a camera assembly. The barcode-reading system may include a barcode-reading enhancement accessory and a barcode-reading application. The barcode-reading enhancement accessory may be securable to the mobile device and may be configured to provide an indication of license entitlement in a field of view of the camera assembly. The barcode-reading application may be stored in memory of the mobile device and executable by a processor of the mobile device. The barcode-reading application may also be configured to enable an enhanced mode of operation of the barcode-reading application conditional upon determining that an image captured by the camera assembly includes the indication of license entitlement. 
   
   ",Télécommunications,"George Powell, Ryan Hoobler",Code Corp,Active,,,
https://patents.google.com/patent/US10318870B2,US10318870B2,Grading sources and managing evidence for intelligence analysis,2014-11-19,"Mechanisms, evaluating, evidential, statement, corpus","
     Mechanisms for evaluating an evidential statement in a corpus of evidence are provided. An evidential statement is received for determining a level of confidence in a hypothetical ontological link of an ontology. A source of the evidential statement is identified and a grading of the source of the evidential statement is determined based on a source grading measurement value indicative of a degree of reliability and credibility of the source. An indication of trustworthiness of the evidential statement is generated based on the source grading measurement value. A representation of the indication of trustworthiness of the evidential statement is output in association with the evidential statement. 
   
   ",Autre,"Darryl M. Adderly, Corville O. Allen, Robert K. Tucker",International Business Machines Corp,"Active, expires 2037-12-30",,,
https://patents.google.com/patent/US10318877B2,US10318877B2,Cohort-based prediction of a future event,2011-10-18,"processor-implemented, method,, computer, program, product,, and/or, computer, system, predicts","
     A processor-implemented method, computer program product, and/or computer system predicts a future event. A first bit array, which describes characteristics of a single entity while experiencing a first event, is generated using values received from a set of physical test devices. After the first single entity experiences a different second event, a second bit array is generated from another set of physical test devices. The second bit array describes characteristics of an event cohort, which is made up of entities, other than the single entity, which also experience the second event, but which never experienced the first event. When another single entity experiences the first event, a determination is made as to whether that other single entity has characteristics from both the first bit array and the second bit array. If so, a prediction is made that the other single entity will also experience the second event. 
   
   ",Télécommunications,"Daniel J. Byrne, Mark W. Byrne, Robert R. Friedlander, Richard Hennessy, James R. Kraemer",International Business Machines Corp,"Active, expires 2033-06-05",,,
https://patents.google.com/patent/US10318878B2,US10318878B2,Temporal processing scheme and sensorimotor information processing,2015-03-18,"Embodiments, relate, processing, node, temporal, memory","
     Embodiments relate to a processing node in a temporal memory system that performs temporal pooling or processing by activating cells where the activation of a cell is maintained longer if the activation of the cell were previously predicted or activation on more than a certain portion of associated cells in a lower node was correctly predicted. An active cell correctly predicted to be activated or an active cell having connections to lower node active cells that were correctly predicted to become active contribute to accurate prediction, and hence, is maintained active longer than cells activated but were not previously predicted to become active. Embodiments also relate to a temporal memory system for detecting, learning, and predicting spatial patterns and temporal sequences in input data by using action information. 
   
   ",Intelligence Artificielle,"Jeffrey C. Hawkins, Subutai Ahmad, Yuwei Cui, Chetan Surpur",Numenta Inc,"Active, expires 2036-04-22",,,
https://patents.google.com/patent/US10318881B2,US10318881B2,Systems and methods for quantum processing of data,2014-06-26,"Systems,, methods, aspects,, embodiments, thereof, relate, unsupervised","
     Systems, methods and aspects, and embodiments thereof relate to unsupervised or semi-supervised features learning using a quantum processor. To achieve unsupervised or semi-supervised features learning, the quantum processor is programmed to achieve Hierarchal Deep Learning (referred to as HDL) over one or more data sets. Systems and methods search for, parse, and detect maximally repeating patterns in one or more data sets or across data or data sets. Embodiments and aspects regard using sparse coding to detect maximally repeating patterns in or across data. Examples of sparse coding include L0 and L1 sparse coding. Some implementations may involve appending, incorporating or attaching labels to dictionary elements, or constituent elements of one or more dictionaries. There may be a logical association between label and the element labeled such that the process of unsupervised or semi-supervised feature learning spans both the elements and the incorporated, attached or appended label. 
   
   ",Intelligence Artificielle,"Geordie Rose, Suzanne Gildert, William G. Macready, Dominic Christoph Walliman",D Wave Systems Inc,"Active, expires 2038-06-30",,,
https://patents.google.com/patent/US10318884B2,US10318884B2,Venue link detection for social media messages,2015-08-25,"method, associates, social, media, messages, venues., social","
     A method associates social media messages with venues. A social network graph includes users, messages from users, and venues. The venues include multiple primary venues and a no-venue. A link between a message and the no-venue node indicates that the message is not associated with a primary venue. Training feature vectors are constructed that measure connectedness between messages and venues. The process trains a classifier to estimate probabilities that messages are associated with venues. A new social media message is received, and the process constructs a feature vector using the same features as the training vectors, measuring connectedness between the new message and the no-venue. The classifier computes a probability that the new message is associated with the no-venue. When the probability exceeds a predefined threshold, the new message is not associated with any of the primary venues. Otherwise, the new message is associated with one of the primary venues. 
   
   ",Télécommunications,"Francine Chen, Bokai Cao, Yin-Ying Chen, Dhiraj Joshi",Fujifilm Business Innovation Corp,"Active, expires 2037-11-04",,,
https://patents.google.com/patent/US10318886B2,US10318886B2,Anomaly detection with K-means clustering and artificial outlier injection,2015-10-30,"disclosure, directed, towards, systems, methods","
     The present disclosure is directed towards systems and methods for improving anomaly detection using injected outliers. A normalcy calculator of a device may include a set of outliers into a training dataset of data points. The normalcy calculator, using a K-means clustering algorithm applied on the training dataset, identify at least a first cluster of data points. The normalcy calculator of the device may determine a region with a center and an outer radius that covers at least a spatial extent of the first cluster of data points. The normalcy calculator may determine a first normalcy radius for the first cluster by reducing the region around the center until a point at which all artificial outliers are excluded from a region defined by the first normalcy radius. An outlier detector of the device may use the region defined by the first normalcy radius to determine whether a new data point is normal or abnormal. 
   
   ",Intelligence Artificielle,"Nastaran Baradaran, Anoop Reddy, Ratnesh Singh Thakur",Citrix Systems Inc,"Active, expires 2038-01-10",,,
https://patents.google.com/patent/US10318889B2,US10318889B2,Targeted data augmentation using neural style transfer,2017-06-26,"method, training, deep, neural, network, (DNN)","
     A method for training a deep neural network (DNN) to perform a specified task with respect to images captured by a target camera, including: using an image captured by the target camera as a style target image, training a style transformer network to perform a style transformation that transforms any photorealistic input image into a transformed image that has contents of the input image, maintains photorealistic quality of the input image, and has a style that matches a style of the style target image; using the trained style transformer network to transform training image of an original training dataset into transformed training images; labeling the transformed training images with the training labels of the corresponding training image of the original training dataset, to form an augmented training dataset; and using the augmented training dataset to train the DNN to perform the specified task. 
   
   ",Télécommunications,Ting Xu,Konica Minolta Laboratory USA Inc,"Active, expires 2037-10-13",,,
